code,libelle,nb_total_de_sejours_seances,nb_de_sejourshors_ghm_en_j_ou_t_et_seances,dms_en_nuitee_hors_ghm_en_j_ou_tet_seances,nb_de_sejours_ghm_en_j_ou_t_hors_seances,nb_de_nuiteesen_ghm_j_ou_t,nb_de_seances
C099,"Tumeur maligne de l'amygdale, sans précision",1088,644,688,444,0,0
"",Total,1861,1075,,786,,0
C100,Tumeur maligne du sillon glosso-épiglottique,423,244,994,179,0,0
C101,Tumeur maligne de la face antérieure de l'épiglotte,199,110,1090,89,0,0
C102,Tumeur maligne de la paroi latérale de l'oropharynx,396,252,750,144,0,0
C103,Tumeur maligne de la paroi postérieure de l'oropharynx,167,116,813,51,0,0
C108,Tumeur maligne à localisations contiguës de l'oropharynx,462,327,1127,135,0,0
C109,"Tumeur maligne de l'oropharynx, sans précision",864,583,1040,281,0,0
"",Total,2511,1632,,879,,0
C110,Tumeur maligne de la paroi supérieure du rhinopharynx,14,,,,0,0
C111,Tumeur maligne de la paroi postérieure du rhinopharynx,75,44,943,31,0,0
C112,Tumeur maligne de la paroi latérale du rhinopharynx,37,19,616,18,0,0
C113,Tumeur maligne de la paroi antérieure du rhinopharynx,13,,,,0,0
C118,Tumeur maligne à localisations contiguës de rhinopharynx,47,26,1073,21,0,0
C119,"Tumeur maligne du rhinopharynx, sans précision",243,122,698,121,0,0
"",Total,429,227,,202,,0
C130,Tumeur maligne de la région rétro-cricoïdienne,67,50,1564,17,0,0
C131,"Tumeur maligne du repli ary-épiglottique, (versant hypopharyngé)",141,82,859,59,0,0
C132,Tumeur maligne de la paroi postérieure de l'hypopharynx,90,58,1029,32,0,0
C138,Tumeur maligne à localisations contiguës de l'hypopharynx,179,136,1327,43,0,0
C139,"Tumeur maligne de l'hypopharynx, sans précision",360,250,1092,110,0,0
"",Total,837,576,,261,,0
C150,Tumeur maligne de l'oesophage cervical,185,118,1731,67,19,0
C151,Tumeur maligne de l'oesophage thoracique,216,164,1612,52,13,0
C152,Tumeur maligne de l'oesophage abdominal,150,106,1524,44,11,0
C153,Tumeur maligne du tiers supérieur de l'oesophage,514,362,1434,152,42,0
C154,Tumeur maligne du tiers moyen de l'oesophage,762,565,1530,197,36,0
C155,Tumeur maligne du tiers inférieur de l'oesophage,2007,1590,1415,417,73,0
C158,Tumeur maligne à localisations contiguës de l'oesophage,181,130,1258,51,11,0
C159,"Tumeur maligne de l'oesophage, sans précision",1168,792,1131,376,99,0
"",Total,5183,3827,,1356,,0
C160,Tumeur maligne du cardia,2183,1698,1378,485,87,0
C161,Tumeur maligne du fundus,495,339,932,156,27,0
C162,Tumeur maligne du corps de l'estomac,700,560,1409,140,18,0
C163,Tumeur maligne de l'antre pylorique,1035,866,1391,169,35,0
C164,Tumeur maligne du pylore,147,127,1404,20,,0
C165,"Tumeur maligne de la petite courbure de l'estomac, sans précision",429,343,1241,86,18,0
C166,"Tumeur maligne de la grande courbure de l'estomac, sans précision",224,179,1054,45,12,0
C168,Tumeur maligne à localisations contiguës de l'estomac,283,213,1176,70,,0
C169,"Tumeur maligne de l'estomac, sans précision",1359,1008,1179,351,77,0
C169+8,"Tumeurs malignes de l'estomac, autres et non précisées",520,396,1303,124,21,0
"",Total,7384,5737,,1647,,0
C170,Tumeur maligne du duodénum,845,698,1549,147,39,0
C171,Tumeur maligne du jéjunum,161,148,1189,13,,0
C172,Tumeur maligne de l'iléon,372,316,1138,56,,0
C178,Tumeur maligne à localisations contiguës de l'intestin grêle,94,73,1016,21,,0
C179,"Tumeur maligne de l'intestin grêle, sans précision",459,405,1029,54,,0
"",Total,1936,1644,,292,,0
C180,Tumeur maligne du caecum,4181,3481,1000,700,128,0
C181,Tumeur maligne de l'appendice,715,666,774,49,,0
C182,Tumeur maligne du côlon ascendant,5920,4961,932,959,179,0
C183,Tumeur maligne de l'angle droit du côlon,2309,1969,1021,340,75,0
C184,Tumeur maligne du côlon transverse,2155,1878,1046,277,53,0
C185,Tumeur maligne de l'angle gauche du côlon,1388,1232,1073,156,23,0
C186,Tumeur maligne du côlon descendant,2131,1830,963,301,55,0
C187,Tumeur maligne du côlon sigmoïde,6374,5357,962,1017,202,0
C188,Tumeur maligne à localisations contiguës du côlon,312,258,1393,54,15,0
C189,"Tumeur maligne du côlon, sans précision",2380,1686,1023,694,162,0
C189+0,Syndrome de Lynch,463,143,173,320,,0
C189+8,"Tumeurs malignes du côlon, autres et non précisées",697,512,1143,185,62,0
"",Total,29025,23973,,5052,,0
C210,"Tumeur maligne de l'anus, sans précision",317,159,1034,158,19,0
C211,Tumeur maligne du canal anal,979,605,1254,374,51,0
C218,"Tumeur maligne à localisations contiguës du rectum, de l'anus et du canal anal",199,145,1461,54,,0
"",Total,1495,909,,586,,0
C220,Carcinome hépatocellulaire,13665,10414,695,3251,1311,0
C221,Carcinome du canal biliaire intrahépatique,3565,2788,1260,777,341,0
C222,Hépatoblastome,47,38,1700,,,0
C223,Angiosarcome du foie,29,26,1300,,,0
C224,Autres sarcomes du foie,30,20,1280,,,0
C227,Autres carcinomes du foie précisés,134,73,881,61,23,0
C229,"Tumeur maligne du foie, sans précision",1081,643,972,438,158,0
"",Total,18551,14002,,4549,,0
C240,Tumeur maligne du canal biliaire extra-hépatique,568,508,1453,60,25,0
C241,Tumeur maligne de l'ampoule de Vater,969,852,1353,117,43,0
C248,Tumeur maligne à localisations contiguës des voies biliaires,99,85,1594,14,,0
C249,"Tumeur maligne des voies biliaires, sans précision",332,284,1079,48,29,0
"",Total,1968,1729,,239,,0
C250,Tumeur maligne de la tête du pancréas,7356,6200,1305,1156,366,0
C251,Tumeur maligne du corps du pancréas,1772,1131,1209,641,153,0
C252,Tumeur maligne de la queue du pancréas,1758,1273,1251,485,118,0
C253,Tumeur maligne du canal pancréatique,486,354,1474,132,25,0
C254,Tumeur maligne du pancréas endocrine,239,149,1483,90,30,0
C254+0,Tumeur maligne du pancréas endocrine avec néoplasie endocrine multiple de type I [NEM 1],76,52,1037,24,,0
C254+8,"Tumeur maligne du pancréas endocrine, autre et non précisée",285,163,1100,122,25,0
C257,Tumeur maligne d'autres parties du pancréas,408,268,1183,140,42,0
C258,Tumeur maligne à localisations contiguës du pancréas,445,306,1222,139,42,0
C259,"Tumeur maligne du pancréas, sans précision",2619,1810,1175,809,273,0
C259+8,"Tumeur maligne du pancréas, autre et non précisée",883,633,1224,250,83,0
"",Total,16332,12342,,3990,,0
C260,"Tumeur maligne du tractus intestinal, (partie non précisée)",43,27,644,16,,0
C261,Tumeur maligne de la rate,13,13,815,0,0,0
C268,Tumeur maligne à localisations contiguës de l'appareil digestif,330,216,1229,114,20,0
"",Total,386,256,,130,,0
C310,Tumeur maligne du sinus maxillaire,288,228,1139,60,0,0
C311,Tumeur maligne du sinus ethmoïdal,260,209,680,51,0,0
C312,Tumeur maligne du sinus frontal,17,14,1257,,0,0
C313,Tumeur maligne du sinus sphénoïdal,35,30,823,,0,0
C318,Tumeur maligne à localisations contiguës des sinus de la face,56,44,636,12,0,0
C319,"Tumeur maligne des sinus de la face, sans précision",13,,,,0,0
"",Total,669,532,,137,,0
C320,Tumeur maligne de la glotte,2006,1103,905,903,0,0
C321,Tumeur maligne de l'étage sus-glottique,816,532,1265,284,0,0
C322,Tumeur maligne de l'étage sous-glottique,124,98,1635,26,0,0
C323,Tumeur maligne du cartilage laryngé,133,87,1199,46,0,0
C328,Tumeur maligne à localisations contiguës du larynx,502,399,1740,103,0,0
C329,"Tumeur maligne du larynx, sans précision",1010,735,1293,275,0,0
"",Total,4591,2954,,1637,,0
C340,Tumeur maligne de la bronche souche,1283,949,1317,334,75,0
C341,"Tumeur maligne du lobe supérieur, bronches ou poumon",17246,12749,1026,4497,1598,0
C342,"Tumeur maligne du lobe moyen, bronches ou poumon",1465,1085,937,380,125,0
C343,"Tumeur maligne du lobe inférieur, bronches ou poumon",9286,6721,960,2565,924,0
C348,Tumeur maligne à localisations contiguës des bronches et du poumon,2169,1382,1267,787,156,0
C349,"Tumeur maligne de bronche ou du poumon, sans précision",16028,10694,1224,5334,1403,0
"",Total,47477,33580,,13897,,0
C380,Tumeur maligne du coeur,47,39,1682,,,0
C381,Tumeur maligne du médiastin antérieur,129,107,936,22,,0
C382,Tumeur maligne du médiastin postérieur,49,39,1395,,,0
C383,"Tumeur maligne du médiastin, partie non précisée",274,223,1173,51,16,0
C384,Tumeur maligne de la plèvre,298,266,961,32,,0
C388,"Tumeur maligne à localisations contiguës du coeur, du médiastin et de la plèvre",16,14,1171,,0,0
"",Total,813,688,,125,,0
C400,Tumeur maligne de l'omoplate et des os longs du membre supérieur,148,116,734,32,,0
C401,Tumeur maligne des os courts du membre supérieur,30,17,565,13,,0
C402,Tumeur maligne des os longs du membre inférieur,584,439,923,145,18,0
C403,Tumeur maligne des os courts du membre inférieur,42,26,823,16,,0
C408,Tumeur maligne à localisations contiguës des os et du cartilage articulaire des membres,15,13,1262,,0,0
C409,"Tumeur maligne des os et du cartilage articulaire d'un membre, sans précision",15,,,,,0
"",Total,834,619,,215,,0
C410,Tumeur maligne des os du crâne et de la face,219,153,1073,66,12,0
C411,Tumeur maligne de la mandibule,601,477,1447,124,0,0
C412,Tumeur maligne du rachis,185,161,972,24,,0
C413,"Tumeur maligne des côtes, du sternum et de la clavicule",173,134,943,39,11,0
C414,"Tumeur maligne des os du pelvis, du sacrum et du coccyx",242,185,1621,57,14,0
C418,Tumeur maligne à localisations contiguës des os et du cartilage articulaire,37,24,608,13,,0
C419,"Tumeur maligne des os et du cartilage articulaire, sans précision",72,37,530,35,,0
"",Total,1529,1171,,358,,0
C430,Mélanome malin de la lèvre,24,14,307,,0,0
C431,"Mélanome malin de la paupière, y compris le canthus",86,33,218,53,0,0
C432,Mélanome malin de l'oreille et du conduit auditif externe,257,94,269,163,0,0
C433,"Mélanome malin de la face, parties autres et non précisées",953,315,310,638,0,0
C434,Mélanome malin du cuir chevelu et du cou,513,202,460,311,0,0
C435,Mélanome malin du tronc,2190,747,521,1443,0,0
C436,"Mélanome malin du membre supérieur, y compris l'épaule",1858,657,435,1201,0,0
C437,"Mélanome malin du membre inférieur, y compris la hanche",2198,942,393,1256,0,0
C438,Lésion à localisations contiguës d'un mélanome malin de la peau,51,39,987,12,0,0
C439,"Mélanome (malin) de la peau, sans précision",400,135,1004,265,0,0
"",Total,8530,3178,,5352,,0
C440,Tumeur maligne de la face cutanée de la lèvre,935,187,354,748,0,0
C441,"Tumeur maligne de la peau de la paupière, y compris le canthus",3065,591,224,2474,0,0
C442,Tumeur maligne de la peau de l'oreille et du conduit auditif externe,4469,603,379,3866,0,0
C443,"Tumeur maligne de la peau de la face, parties autres et non précisées",22505,2499,291,20006,0,0
C444,Tumeur maligne de la peau du cuir chevelu et du cou,4075,695,361,3380,0,0
C445,Tumeur maligne de la peau du tronc,2266,389,579,1877,0,0
C446,"Tumeur maligne de la peau du membre supérieur, y compris l'épaule",2420,369,456,2051,0,0
C447,"Tumeur maligne de la peau du membre inférieur, y compris la hanche",2362,579,613,1783,0,0
C448,Tumeur maligne à localisations contiguës de la peau,92,31,723,61,0,0
C449,"Tumeur maligne de la peau, sans précision",761,57,540,704,0,0
"",Total,42950,6000,,36950,,0
C450,Mésothéliome de la plèvre,998,855,944,143,45,0
C451,Mésothéliome du péritoine,213,198,797,15,,0
C457,Mésothéliome d'autres sièges,43,33,1118,,0,0
C459,"Mésothéliome, sans précision",14,,,,0,0
"",Total,1270,1098,,172,,0
C460,Sarcome de Kaposi de la peau,97,60,1522,37,,0
C461,Sarcome de Kaposi des tissus mous,12,,,,0,0
C4671,Sarcome de Kaposi digestif,15,,,,,0
C4672,Sarcome de Kaposi pulmonaire,11,,,,,0
C468,Sarcome de Kaposi d'organes multiples,19,14,1536,,,0
"",Total,183,121,,62,,0
C470,"Tumeur maligne des nerfs périphériques de la tête, de la face et du cou",23,14,843,,,0
C471,"Tumeur maligne des nerfs périphériques du membre supérieur, y compris l'épaule",15,,,,,0
C472,"Tumeur maligne des nerfs périphériques du membre inférieur, y compris la hanche",15,11,745,,0,0
C473,Tumeur maligne des nerfs périphériques du thorax,34,25,1304,,0,0
C474,Tumeur maligne des nerfs périphériques de l'abdomen,35,23,1435,12,,0
C476,"Tumeur maligne des nerfs périphériques du tronc, sans précision",12,,,,,0
C479,"Tumeur maligne des nerfs périphériques et du système nerveux autonome, sans précision",18,,,,,0
"",Total,170,112,,58,,0
C480,Tumeur maligne du rétropéritoine,658,451,1288,207,0,0
C481,Tumeur maligne des parties précisées du péritoine,156,118,1103,38,,0
C482,"Tumeur maligne du péritoine, sans précision",472,383,1186,89,36,0
C488,Tumeur maligne à localisations contiguës du rétropéritoine et du péritoine,49,38,1126,11,,0
"",Total,1335,990,,345,,0
C490,"Tumeur maligne du tissu conjonctif et des autres tissus mous de la tête, de la face et du cou",296,147,863,149,14,0
C491,"Tumeur maligne du tissu conjonctif et des autres tissus mous du membre supérieur, y compris l'épaule",457,302,636,155,,0
C492,"Tumeur maligne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche",1261,962,897,299,16,0
C4930,Tumeur maligne des vaisseaux (sanguins) (lymphatiques) du thorax,34,24,1092,,,0
C4938,Autres tumeurs malignes du tissu conjonctif et autres tissus mous du thorax,276,191,897,85,24,0
C4940,Tumeur maligne des vaisseaux (sanguins) (lymphatiques) de l'abdomen,63,45,1120,18,,0
C4948,Autres tumeurs malignes du tissu conjonctif et autres tissus mous de l'abdomen,482,384,1067,98,0,0
C4950,Tumeur maligne des vaisseaux (sanguins) (lymphatiques) du bassin,23,13,1323,,,0
C4958,Autres tumeurs malignes du tissu conjonctif et autres tissus mous du bassin,287,230,848,57,0,0
C496,"Tumeur maligne du tissu conjonctif et des autres tissus mous du tronc, sans précision",138,86,545,52,,0
C498,Tumeur maligne à localisations contiguës du tissu conjonctif et des autres tissus mous,74,39,1203,35,,0
"",Total,3391,2423,,968,,0
C500,Tumeur maligne du mamelon et de l'aréole,803,491,396,312,0,0
C501,Tumeur maligne de la partie centrale du sein,1317,786,344,531,0,0
C502,Tumeur maligne du quadrant supéro-interne du sein,4837,2391,308,2446,0,0
C503,Tumeur maligne du quadrant inféro-interne du sein,2275,1163,312,1112,0,0
C504,Tumeur maligne du quadrant supéro-externe du sein,12862,6527,326,6335,0,0
C505,Tumeur maligne du quadrant inféro-externe du sein,2786,1439,300,1347,0,0
C506,Tumeur maligne du prolongement axillaire du sein,213,100,418,113,0,0
C508,Tumeur maligne à localisations contiguës du sein,10895,5935,302,4960,0,0
C509,"Tumeur maligne du sein, sans précision",15054,9225,524,5829,0,0
"",Total,51042,28057,,22985,,0
C510,Tumeur maligne de la grande lèvre,184,138,896,46,,0
C511,Tumeur maligne de la petite lèvre,107,70,819,37,,0
C512,Tumeur maligne du clitoris,29,23,800,,0,0
C518,Tumeur maligne à localisations contiguës de la vulve,184,148,834,36,,0
C519,"Tumeur maligne de la vulve, sans précision",571,409,880,162,18,0
"",Total,1075,788,,287,,0
C530,Tumeur maligne de l'endocol,664,443,503,221,,0
C531,Tumeur maligne de l'exocol,269,189,462,80,,0
C538,Tumeur maligne à localisations contiguës du col de l'utérus,344,260,688,84,,0
C539,"Tumeur maligne du col de l'utérus, sans précision",1737,1149,679,588,67,0
"",Total,3014,2041,,973,,0
C540,Tumeur maligne de l'isthme de l'utérus,26,23,517,,0,0
C541,Tumeur maligne de l'endomètre,7543,6985,392,558,91,0
C542,Tumeur maligne du myomètre,95,89,655,,,0
C543,Tumeur maligne du fond de l'utérus,77,75,501,,,0
C548,Tumeur maligne à localisations contiguës du corps de l'utérus,146,132,872,14,,0
C549,"Tumeur maligne du corps de l'utérus, sans précision",441,382,672,59,12,0
"",Total,8328,7686,,642,,0
C570,Tumeur maligne d'une trompe de Fallope,121,112,436,,,0
C574,"Tumeur maligne des annexes de l'utérus, sans précision",31,27,1222,,,0
C577,Tumeur maligne d'autres organes génitaux de la femme précisés,12,,,,0,0
C578,Tumeur maligne à localisations contiguës des organes génitaux de la femme,131,102,921,29,,0
C579,"Tumeur maligne d'un organe génital de la femme, sans précision",56,42,1083,14,,0
"",Total,354,295,,59,,0
C600,Tumeur maligne du prépuce,58,24,579,34,,0
C601,Tumeur maligne du gland,239,184,470,55,,0
C602,Tumeur maligne du corps de la verge,58,50,668,,,0
C608,Tumeur maligne à localisations contiguës de la verge,18,16,650,,0,0
C609,"Tumeur maligne de la verge, sans précision",186,159,794,27,,0
"",Total,559,433,,126,,0
C620,Tumeur maligne du testicule ectopique,29,28,268,,0,0
C621,Tumeur maligne du testicule descendu,440,422,638,18,,0
C629,"Tumeur maligne d'un testicule, sans précision",893,834,280,59,19,0
"",Total,1362,1284,,78,,0
C670,Tumeur maligne du trigone de la vessie,1241,1187,645,54,,0
C671,Tumeur maligne du dôme de la vessie,906,865,406,41,,0
C672,Tumeur maligne de la paroi latérale de la vessie,3453,3367,434,86,,0
C673,Tumeur maligne de la paroi antérieure de la vessie,504,489,499,15,,0
C674,Tumeur maligne de la paroi postérieure de la vessie,590,557,521,33,,0
C675,Tumeur maligne du col vésical,536,509,516,27,,0
C676,Tumeur maligne de l'orifice urétéral,324,302,429,22,,0
C677,Tumeur maligne de l'ouraque,32,28,939,,,0
C678,Tumeur maligne à localisations contiguës de la vessie,2367,2284,671,83,,0
C679,"Tumeur maligne de la vessie, sans précision",16711,15793,568,918,140,0
"",Total,26664,25381,,1283,,0
C680,Tumeur maligne de l'urètre,128,119,618,,,0
C688,Tumeur maligne à localisations contiguës des organes urinaires,49,44,873,,,0
C689,"Tumeur maligne d'un organe urinaire, sans précision",26,12,1400,14,,0
"",Total,204,176,,28,,0
C690,Tumeur maligne de la conjonctive,302,112,221,190,0,0
C692,Tumeur maligne de la rétine,115,35,289,80,0,0
C693,Tumeur maligne de la choroïde,480,217,221,263,0,0
C694,Tumeur maligne du corps ciliaire,21,,,13,0,0
C695,Tumeur maligne de la glande lacrymale et du canal lacrymal,45,32,678,13,0,0
C696,Tumeur maligne de l'orbite,130,87,460,43,0,0
C698,Tumeur maligne à localisations contiguës de l'oeil et de ses annexes,13,,,,0,0
C699,"Tumeur maligne de l'oeil, sans précision",16,,,,0,0
"",Total,1128,506,,622,,0
C700,Tumeur maligne des méninges cérébrales,349,302,1361,47,30,0
C701,Tumeur maligne des méninges rachidiennes,14,14,1193,0,0,0
C709,"Tumeur maligne des méninges, sans précision",19,13,908,,,0
